streamer,title,link
Hana,"(Collab) Chill, Talk and Coffee Date with Noor!【NIJISANJI ID | Hana Macchia】",https://www.youtube.com/watch?v=KWVHF9NqLyE&t=6660
Hana,"(Persona 4 Golden) Yukiko saved, now we chillin' I guess EP2 【NIJISANJI ID | Hana Macchia】",https://www.youtube.com/watch?v=N5B93yy7ctM&t=10410
