streamer,title,link
Hana,"(Ace Combat 7: Skies Unknown) First ever Playthrough! Please be nice,,,【NIJISANJI ID | Hana Macchia】",https://www.youtube.com/watch?v=8faqN2RontY&t=9000
Hana,(Free Talk) marshmallow and coffee sounds weird but yummy idk【NIJISANJI ID | Hana Macchia】,https://www.youtube.com/watch?v=ybJTi76D8Vk&t=10410
Hana,(DUSK) local anime girl finally returns to shootin' games EP3【NIJISANJI ID | Hana Macchia】,https://www.youtube.com/watch?v=lEV3uci10Ds&t=15390
Hana,sleepi stream【NIJISANJI ID | Hana Macchia】,https://www.youtube.com/watch?v=wP_AFS0CV00&t=4230
