streamer,title,link
Tomoshika,【STUDEY ENGLISH】英語を学ぶ女【VOMS/緋笠トモシカ】,https://www.youtube.com/watch?v=Do6Q-OsQSpc&t=840
Uto,I want to read Supacha. And I want to talk to everyone :) !!,https://www.youtube.com/watch?v=REielPzzYiE&t=11250
