streamer,title,link
Pikamee,【 Phasmophobia 】酔っていれば怖くない説 DRUNK GHOST HUNTER【#天野ピカミィ / #pikamee 】,https://www.youtube.com/watch?v=kE3Z9bQjvcQ&t=4050
