streamer,title,link
Finana,【MEMBERSHIP DEBUT】 IT'S FINALLY HERE!!! 【NIJISANJI EN | Finana Ryugu】|「LazuLight」,https://www.youtube.com/watch?v=Pj2MqUVmO-4&t=1230
Pomu,【POMURA INPUFF】Choose Your Own Adventure Date - Nice to Meet You!【NIJISANJI EN | Pomu Rainpuff】,https://www.youtube.com/watch?v=G8fAXGA5FIc&t=2100
Rosemi,【CUPHEAD】 PLAYING UNTIL CLEARING 3 BOSSES!!!!!! 【NIJISANJI EN | Rosemi Lovelock】,https://www.youtube.com/watch?v=n9jvQPqooso&t=9060
Petra,【FREE CHAT】who made elira cry 💢【NIJISANJI EN | Petra Gurin】,https://www.youtube.com/watch?v=r84FX-ZKxSg&t=5010
