streamer,title,link
Elira,【IDOL MANAGER】 time to put NIJI EN to WORK 【NIJISANJI EN | Elira Pendora】,https://www.youtube.com/watch?v=K3jwiihKhOQ&t=13290
Finana,【12 MINUTES】 EL PSY CONGROO 【NIJISANJI EN | Finana Ryugu】|「LazuLight」,https://www.youtube.com/watch?v=r8BNot6foJc&t=3660
